Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
J1,1,RGBI,SDF80J,,,,tht,8-pin DIN connector
J2,1,VGA OUT,DSUB-15-HD_Socket_Horizontal_P2.29x2.54mm_EdgePinOffset8.35mm_Housed_MountingHolesOffset10.89mm,,,,tht,"15-pin D-SUB connector, socket (female), High density (3 columns), Triple Row, Generic, VGA-connector, Mounting Hole"
